participant_id, system_generated_id, experiment_sequence, viz_preference_for_weekly_sleep_data, orientation_preference_for_wristband_display, is_checked_sleep_duration, is_checked_sleep_phase, is_checked_sleep_quality, is_checked_sleep_schedule, attention_check_question_one, attention_check_question_two, timestamp, page_name
5fcfba90c8ec13123bfa1b31, 3174e65a5e15e32f2b41da62b0778a2d, 60, tall, tall, 0, 1, 1, 0, T2, sleep, 2021-03-24T10:57:43+0100, post_questionnaire
