participant_id, system_generated_id, experiment_sequence, has_smartwatch, has_fitness_band, is_used_bar_chart_likert, timestamp,  page_name
5b926214b06bdf000144a9b4, 30bae23e1110ce14f3c3994ab5f8cd76, 13, 0, 1, 3, 2021-03-24T10:44:18+0100, pre_questionnaire
