participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
5e99d9b9637f43050486ffa4, 0a8b671234399e6bb56d1baee537088d, Safari, 14.0.3, iOS, 2021-03-24T11:03:27+0100, 923
