participant_id, system_generated_id, experiment_sequence, experiment_order, first_set_confidence_survey_likert, timestamp, page_name
5f4bec61a023e17daf234f7b, fc08155014cb2e907094ab92465f301d, 24, T1-S3-D1, 4, 2021-03-24T10:57:45+0100, confidence_survey_1
