participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
5ef0b80c783eb301cab78d7f, 0c92dd9a262e983cee1baf248edbb3c5, Chrome, 89.0.4389.90, Android, 2021-03-24T11:01:37+0100, 592
