participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
5c59866b2e4cc90001d08a07, 8ce0e8ee6d2b3c63971ced2b914f895a, Chrome, 88.0.4324.181, Android, 2021-03-24T11:12:18+0100, 1146
