participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
5f623039ea3ae10fb5bde11d, b3330d45e660a7d9a2805e2c8b496f0a, Chrome, 71.0.3578.141, Android, 2021-03-24T11:00:58+0100, 850
