participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
5b62d01e165cc20001781f9f, 2cc755ae2a6edf2c4880bde3b242fc33, Safari, 14.0.3, iOS, 2021-03-24T11:00:37+0100, 578
