participant_id, system_generated_id, experiment_sequence, viz_preference_for_weekly_sleep_data, orientation_preference_for_wristband_display, is_checked_sleep_duration, is_checked_sleep_phase, is_checked_sleep_quality, is_checked_sleep_schedule, attention_check_question_one, attention_check_question_two, timestamp, page_name
5fd87f085fbdad1df7addcee, a7595b9743a230d35e1f66c41d219529, 16, square, tall, 0, 0, 0, 0, T1, sleep, 2021-03-24T10:56:35+0100, post_questionnaire
