participant_id, system_generated_id, experiment_sequence, experiment_order, second_set_confidence_survey_likert, timestamp, page_name
5f7694edc99f3112b494e122, 4e56526f61c35f3997061f1e4bc8b97a, 31, T1-S3-D2, 5, 2021-03-24T10:56:27+0100, confidence_survey_2
