participant_id, system_generated_id, experiment_sequence, experiment_order, first_set_confidence_survey_likert, timestamp, page_name
5d9338fc2f873000165f8e95, 5661803c0acd06471ffccdc1e76ff4df, 92, T3-S3-D1, 3, 2021-03-30T21:19:49+0200, confidence_survey_1
