participant_id, system_generated_id, experiment_sequence, experiment_order, first_set_confidence_survey_likert, timestamp, page_name
59679c319febf80001d53655, 67260740bf40c7c7db59c55934fd3345, 70, T2-S2-D1, 4, 2021-03-24T10:49:08+0100, confidence_survey_1
