participant_id, system_generated_id, experiment_sequence, has_smartwatch, has_fitness_band, is_used_bar_chart_likert, timestamp,  page_name
5ea05d6aad03390192441da5, b7d5b8028b707da06c4e5f62a74eebc5, 96, 0, 0, 3, 2021-03-24T10:43:08+0100, pre_questionnaire
