participant_id, system_generated_id, experiment_sequence, has_smartwatch, has_fitness_band, is_used_bar_chart_likert, timestamp,  page_name
5d9b4436454c520017bde494, bff55db7a4dddd45b15927e43bfa8002, 42, 0, 1, 5, 2021-03-24T10:39:25+0100, pre_questionnaire
