participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
5f296bdd68d6c205b3ad89c4, a42fbe453c0a32f1238d79e772342eb9, Chrome, 89.0.4389.105, Android, 2021-03-30T17:32:45+0200, 499
