participant_id, system_generated_id, experiment_sequence, has_smartwatch, has_fitness_band, is_used_bar_chart_likert, timestamp,  page_name
5e95f879f4d19b04d6187052, 1a6784b3e55457fb3a28f461d129c45e, 58, 0, 0, 3, 2021-03-24T10:50:43+0100, pre_questionnaire
