participant_id, system_generated_id, experiment_sequence, viz_preference_for_weekly_sleep_data, orientation_preference_for_wristband_display, is_checked_sleep_duration, is_checked_sleep_phase, is_checked_sleep_quality, is_checked_sleep_schedule, attention_check_question_one, attention_check_question_two, timestamp, page_name
5e820a415b6ebc01e6cd81a8, 77178870ff7c1a027e00e060fe436653, 64, square, wide, 1, 1, 1, 0, T2, sleep, 2021-03-24T11:06:14+0100, post_questionnaire
