participant_id, system_generated_id, experiment_sequence, experiment_order, second_set_confidence_survey_likert, timestamp, page_name
603914a2ed55293204edf74e, 8d7584d95544e52e14c77f5bd9f4c0c6, 19, T1-S1-D2, 4, 2021-03-24T11:14:58+0100, confidence_survey_2
