participant_id, system_generated_id, experiment_sequence, viz_preference_for_weekly_sleep_data, orientation_preference_for_wristband_display, is_checked_sleep_duration, is_checked_sleep_phase, is_checked_sleep_quality, is_checked_sleep_schedule, attention_check_question_one, attention_check_question_two, timestamp, page_name
6014777b8a88c449408352c5, 74a72c326c971a1e499f59bcc4bfdc15, 77, square, tall, 0, 1, 1, 0, T3, sleep, 2021-03-24T11:05:55+0100, post_questionnaire
