participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
5e95f879f4d19b04d6187052, 1a6784b3e55457fb3a28f461d129c45e, Samsung Internet for Android, 13.2, Android, 2021-03-24T11:05:09+0100, 1971
