participant_id, system_generated_id, experiment_sequence, has_smartwatch, has_fitness_band, is_used_bar_chart_likert, timestamp,  page_name
5cad90fbf7db340018cadf4d, 397ac43524826da78c2462e88b2bc8f6, 24, 0, 0, 3, 2021-03-24T10:43:48+0100, pre_questionnaire
