participant_id, system_generated_id, experiment_sequence, experiment_order, second_set_confidence_survey_likert, timestamp, page_name
5f0c68879df0505d10a18c33, b80b28827b539cbe34b9a3c6fc1e791d, 44, T2-S2-D2, 4, 2021-03-24T11:04:38+0100, confidence_survey_2
