participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
5ee3e9307bfde60d758c8432, 1a70a94dd762af1b3b43855a178c5e88, Safari, 14.0.3, iOS, 2021-03-30T22:06:43+0200, 630
