participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
600ef6eb3bed2d01e87ea82e, ae1a8127ed2aa86a28a639ae77897fab, Chrome, 89.0.4389.105, Android, 2021-03-24T10:55:13+0100, 799
