participant_id, system_generated_id, experiment_sequence, has_smartwatch, has_fitness_band, is_used_bar_chart_likert, timestamp,  page_name
5efee0d821bf493fb986b48e, 8e096544895f33f3a6853474542a3fd4, 75, 0, 0, 3, 2021-03-24T10:45:51+0100, pre_questionnaire
