participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
5ddd231d5c5638c7c2d5556a, 9d59581fd274c400046655153928129b, Firefox, 86.0, Android, 2021-03-24T11:00:04+0100, 618
