participant_id, system_generated_id, experiment_sequence, experiment_order, first_set_confidence_survey_likert, timestamp, page_name
5e99d9b9637f43050486ffa4, 0a8b671234399e6bb56d1baee537088d, 65, T2-S2-D1, 4, 2021-03-24T10:57:41+0100, confidence_survey_1
