participant_id, system_generated_id, experiment_sequence, experiment_order, first_set_confidence_survey_likert, timestamp, page_name
5a533f6de0cf3d000125fbec, 98ab6cf4a520140422dcc7639e5897fe, 77, T3-S1-D1, 4, 2021-03-24T10:55:29+0100, confidence_survey_1
