participant_id, system_generated_id, experiment_sequence, experiment_order, last_set_confidence_survey_likert, timestamp, page_name
5e85281b0608ce0f59590fd0, 50cf7d6487de0319cea6cd7fd01c7c70, 5, T1-S3-D3, 4, 2021-03-24T10:47:43+0100, confidence_survey_3
