participant_id, system_generated_id, experiment_sequence, experiment_order, last_set_confidence_survey_likert, timestamp, page_name
601903a3842bcc20df15b296, da5bbb700a11d547a6e2d07d6de3c312, 97, T3-S1-D3, 4, 2021-03-30T21:40:16+0200, confidence_survey_3
