participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
600c2f9b6ae6fc32279b6223, 2813a8b5afcd0ba00723868aca614c82, Chrome, 87.0.4280.66, Android, 2021-03-24T11:11:36+0100, 1893
