participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
5f7694edc99f3112b494e122, 4e56526f61c35f3997061f1e4bc8b97a, Safari, 14.0.3, iOS, 2021-03-24T10:58:31+0100, 495
