participant_id, system_generated_id, experiment_sequence, experiment_order, second_set_confidence_survey_likert, timestamp, page_name
59679c319febf80001d53655, 67260740bf40c7c7db59c55934fd3345, 70, T2-S3-D2, 5, 2021-03-24T10:51:11+0100, confidence_survey_2
