participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
5f4f90e8fd3fc1050de20053, e1ab866a8476bd9afb1b5ac6a08ff192, Firefox, 85.0, Android, 2021-03-24T10:59:18+0100, 881
