participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
5cd18185c497de00161a0e0d, b53d970bdecd40742a7079c2be3e9331, Chrome, 89.0.4389.90, Android, 2021-03-24T11:01:54+0100, 700
