participant_id, system_generated_id, experiment_sequence, experiment_order, second_set_confidence_survey_likert, timestamp, page_name
5f807bc07a1fdb0a47ed0b51, b1dfc7b4657967262e025497dee6d3f5, 73, T3-S2-D2, 4, 2021-03-24T10:54:29+0100, confidence_survey_2
