participant_id, system_generated_id, experiment_sequence, experiment_order, first_set_confidence_survey_likert, timestamp, page_name
5fc6859e11783d0f71c0209f, 437fb6753deafd695ed262997b1ee9ae, 107, T3-S2-D1, 4, 2021-03-24T10:50:29+0100, confidence_survey_1
