participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
5e19711e0432d32175901193, 369733ce5108a975fb41fbe4540df74a, Chrome, 89.0.4389.90, Android, 2021-03-24T11:04:44+0100, 580
