participant_id, system_generated_id, experiment_sequence, experiment_order, first_set_confidence_survey_likert, timestamp, page_name
5fc1828b10d93323a5c7be7b, 16900090120e135e38e467640c9afe37, 22, T1-S3-D1, 4, 2021-03-24T10:58:40+0100, confidence_survey_1
