participant_id, system_generated_id, experiment_sequence, experiment_order, last_set_confidence_survey_likert, timestamp, page_name
5ddd231d5c5638c7c2d5556a, 9d59581fd274c400046655153928129b, 81, T3-S3-D3, 5, 2021-03-24T10:59:23+0100, confidence_survey_3
