participant_id, system_generated_id, experiment_sequence, viz_preference_for_weekly_sleep_data, orientation_preference_for_wristband_display, is_checked_sleep_duration, is_checked_sleep_phase, is_checked_sleep_quality, is_checked_sleep_schedule, attention_check_question_one, attention_check_question_two, timestamp, page_name
6026fb0d9366fc48f44c9933, 02a1f562a1efa250a48c464d865d9029, 17, tall, tall, 1, 0, 0, 0, T1, sleep, 2021-03-24T11:15:36+0100, post_questionnaire
