participant_id, system_generated_id, experiment_sequence, experiment_order, last_set_confidence_survey_likert, timestamp, page_name
600ef6eb3bed2d01e87ea82e, ae1a8127ed2aa86a28a639ae77897fab, 47, T2-S3-D3, 4, 2021-03-24T10:53:43+0100, confidence_survey_3
