participant_id, system_generated_id, experiment_sequence, experiment_order, first_set_confidence_survey_likert, timestamp, page_name
5f89b2165e742d0a108fa294, c24190d64df9b634aa98becf157e2f4f, 34, T1-S2-D1, 4, 2021-03-24T10:53:32+0100, confidence_survey_1
