participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
5e820a415b6ebc01e6cd81a8, 77178870ff7c1a027e00e060fe436653, Chrome, 89.0.4389.90, Android, 2021-03-24T11:06:18+0100, 892
