participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
605415efff124848ed5fd8e3, 4c8af83d7d67bccec6eeacd0023d8424, Chrome, 89.0.4389.105, Android, 2021-03-30T18:04:15+0200, 915
