participant_id, system_generated_id, experiment_sequence, experiment_order, last_set_confidence_survey_likert, timestamp, page_name
5eda126ec6a418029cb19e91, ebd2894ebf0bcf183358ff8daff67db5, 58, T2-S2-D3, 4, 2021-03-24T11:00:06+0100, confidence_survey_3
