participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
5fe67443b91fb24af9f4062c, 25b3df91bc0d597431ec6b970c71b72e, Opera, 62.3.3146.57763, Android, 2021-03-24T10:56:54+0100, 609
