participant_id, system_generated_id, experiment_browser, experiment_browser_version, experiment_os, timestamp, experiment_duration
5d9b4436454c520017bde494, bff55db7a4dddd45b15927e43bfa8002, Chrome, 89.0.4389.105, Android, 2021-03-24T10:59:36+0100, 804
