participant_id, system_generated_id, experiment_sequence, experiment_order, last_set_confidence_survey_likert, timestamp, page_name
5ed5189b4a1f3806a88a94f5, a22ab1fbd3d1ee87c04465a40352efdd, 81, T3-S3-D3, 2, 2021-03-24T10:59:18+0100, confidence_survey_3
