participant_id, system_generated_id, experiment_sequence, experiment_order, last_set_confidence_survey_likert, timestamp, page_name
5fd87f085fbdad1df7addcee, a7595b9743a230d35e1f66c41d219529, 16, T1-S2-D3, 4, 2021-03-24T10:55:51+0100, confidence_survey_3
