"","participant_id","visualization_size","mean_correct","mean_time_taken"
"37","5edd10be09cfd09f34a7f00c"," s1",1,1012.39393939394
"38","5edd10be09cfd09f34a7f00c"," s2",0.939393939393939,2046.06060606061
"39","5edd10be09cfd09f34a7f00c"," s3",0.939393939393939,1199.15151515152
"40","5ee3e9307bfde60d758c8432"," s1",1,1363.0303030303
"41","5ee3e9307bfde60d758c8432"," s2",0.878787878787879,1649.30303030303
"42","5ee3e9307bfde60d758c8432"," s3",1,1741.9696969697
"43","5ef3bad40b917e15e1a57370"," s1",0.939393939393939,2030.15151515152
"44","5ef3bad40b917e15e1a57370"," s2",0.848484848484849,3430.75757575758
"45","5ef3bad40b917e15e1a57370"," s3",1,3278.15151515152
"46","5ef5161f1e8ed314d2d54499"," s1",0.939393939393939,2021.48484848485
"47","5ef5161f1e8ed314d2d54499"," s2",0.96969696969697,1787.75757575758
"48","5ef5161f1e8ed314d2d54499"," s3",0.939393939393939,2150.0303030303
"49","5efee0d821bf493fb986b48e"," s1",0.96969696969697,1991.81818181818
"50","5efee0d821bf493fb986b48e"," s2",0.909090909090909,1549.12121212121
"51","5efee0d821bf493fb986b48e"," s3",0.96969696969697,1120.75757575758
"52","5f23a915346e5518152596ff"," s1",0.96969696969697,2274.9696969697
"53","5f23a915346e5518152596ff"," s2",0.818181818181818,3309.66666666667
"54","5f23a915346e5518152596ff"," s3",0.96969696969697,2253.90909090909
"55","5f32397f6eeae117b7b66456"," s1",0.939393939393939,3475.78787878364
"56","5f32397f6eeae117b7b66456"," s2",0.878787878787879,3016.64242424309
"57","5f32397f6eeae117b7b66456"," s3",1,3174.85151515273
"58","5f491a3555e3b941751215e2"," s1",1,2151.38787878667
"59","5f491a3555e3b941751215e2"," s2",1,1846.33333333364
"60","5f491a3555e3b941751215e2"," s3",1,2136.39393939576
"61","5f60d313747a9b045ec9b890"," s1",0.909090909090909,1934.3606060613
"62","5f60d313747a9b045ec9b890"," s2",1,1344.83030302885
"63","5f60d313747a9b045ec9b890"," s3",1,2036.72727272727
"64","5f807bc07a1fdb0a47ed0b51"," s1",0.939393939393939,1745.03636363667
"65","5f807bc07a1fdb0a47ed0b51"," s2",1,1586.07878787909
"66","5f807bc07a1fdb0a47ed0b51"," s3",1,1097.73333333367
"67","5f900c48e6dadf0401d0c6e2"," s1",0.96969696969697,1067.31212121206
"68","5f900c48e6dadf0401d0c6e2"," s2",0.96969696969697,1847.89393939379
"69","5f900c48e6dadf0401d0c6e2"," s3",0.96969696969697,1271.36969697003
"70","5f9765e68112f6137e06db5d"," s1",0.878787878787879,914.503030295303
"71","5f9765e68112f6137e06db5d"," s2",0.909090909090909,944.281818189788
"72","5f9765e68112f6137e06db5d"," s3",0.909090909090909,1368.9757575793
"73","5fa54ed605295a24306688c2"," s1",0.939393939393939,2185.15151515152
"74","5fa54ed605295a24306688c2"," s2",0.96969696969697,1704.15151515152
"75","5fa54ed605295a24306688c2"," s3",0.939393939393939,3543.09090909091
"76","5fafbc99efe38a2704aaf66a"," s1",1,2136.72424243251
"77","5fafbc99efe38a2704aaf66a"," s2",0.909090909090909,2459.21212121485
"78","5fafbc99efe38a2704aaf66a"," s3",0.818181818181818,2052.13030303509
"79","5fc6859e11783d0f71c0209f"," s1",0.96969696969697,1046.56363636355
"80","5fc6859e11783d0f71c0209f"," s2",0.939393939393939,2462.80303030273
"81","5fc6859e11783d0f71c0209f"," s3",0.909090909090909,1536.30000000067
"82","5fe67443b91fb24af9f4062c"," s1",0.939393939393939,2589.38787878758
"83","5fe67443b91fb24af9f4062c"," s2",0.818181818181818,2373.72424242424
"84","5fe67443b91fb24af9f4062c"," s3",0.939393939393939,1481.32727272788
"85","5ff3397d7e067a860bd69413"," s1",0.939393939393939,2054.21212121212
"86","5ff3397d7e067a860bd69413"," s2",0.939393939393939,1500.51515151515
"87","5ff3397d7e067a860bd69413"," s3",0.96969696969697,1403.51515151515
"88","5ffc1e3a5a63f814db16ff29"," s1",0.939393939393939,4410.81818181818
"89","5ffc1e3a5a63f814db16ff29"," s2",1,2676.51515151515
"90","5ffc1e3a5a63f814db16ff29"," s3",0.96969696969697,3335.78787878788
"91","60049bbe029e4161cebd5834"," s1",0.939393939393939,2845
"92","60049bbe029e4161cebd5834"," s2",0.878787878787879,2335.48484848485
"93","60049bbe029e4161cebd5834"," s3",0.878787878787879,1725.33333333333
"94","600c2f9b6ae6fc32279b6223"," s1",0.909090909090909,6664.57575757576
"95","600c2f9b6ae6fc32279b6223"," s2",0.787878787878788,4681.01515151515
"96","600c2f9b6ae6fc32279b6223"," s3",0.96969696969697,3649.30303030303
"97","600fc0905d00891bdb4303b4"," s1",1,1142.99393939418
"98","600fc0905d00891bdb4303b4"," s2",1,1496.4515151517
"99","600fc0905d00891bdb4303b4"," s3",0.878787878787879,1324.66363636285
"100","6014600e77aab746368ec3c6"," s1",1,1853.62727272588
"101","6014600e77aab746368ec3c6"," s2",0.757575757575758,1873.78787878706
"102","6014600e77aab746368ec3c6"," s3",0.96969696969697,1356.27272727536
"103","6014777b8a88c449408352c5"," s1",0.909090909090909,4856.12424242182
"104","6014777b8a88c449408352c5"," s2",0.939393939393939,3282.59999999985
"105","6014777b8a88c449408352c5"," s3",0.96969696969697,2146.88484848255
"106","601903a3842bcc20df15b296"," s1",1,4726.26969696909
"107","601903a3842bcc20df15b296"," s2",0.939393939393939,8697.45151515212
"108","601903a3842bcc20df15b296"," s3",1,4788.66060606303
"109","6019d55de774df1acdfefc6a"," s1",0.939393939393939,3051.51515151515
"110","6019d55de774df1acdfefc6a"," s2",0.96969696969697,2621.78787878788
"111","6019d55de774df1acdfefc6a"," s3",0.909090909090909,4154.45454545455
"112","602628fe49a39b2569dfdf0b"," s1",0.909090909090909,1029.49454545409
"113","602628fe49a39b2569dfdf0b"," s2",0.939393939393939,1076.63984848221
"114","602628fe49a39b2569dfdf0b"," s3",0.787878787878788,1019.77757575824
"115","6029620f0de3de5292bf3f70"," s1",0.939393939393939,2946.39393939394
"116","6029620f0de3de5292bf3f70"," s2",0.909090909090909,1180.87878787879
"117","6029620f0de3de5292bf3f70"," s3",1,3198.42424242424
"118","603b750eab9d377aeac41724"," s1",1,2310.21212121212
"119","603b750eab9d377aeac41724"," s2",0.818181818181818,2362.63636363636
"120","603b750eab9d377aeac41724"," s3",0.909090909090909,1345.75757575758
"121","6042bd428e681f21563734ad"," s1",0.909090909090909,2831.86363636376
"122","6042bd428e681f21563734ad"," s2",0.878787878787879,3327.05151515114
"123","6042bd428e681f21563734ad"," s3",0.954545454545455,3028.24848484841
"124","60490371c92d39731b0f6387"," s1",1,1059.36969696933
"125","60490371c92d39731b0f6387"," s2",0.96969696969697,1631.3121212113
"126","60490371c92d39731b0f6387"," s3",0.909090909090909,1452.18484848527
