"","participant_id","system_generated_id","experiment_sequence","experiment_order","is_main_trial","task","visualization_size","trial_order","image_file_order","answering_time","answer","image_file_name","timestamp","page_name","answer_numeric"
"17","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",2,101,1545.4," correct"," T3S1D3-1-s1_101_t1rt2lt3l"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"18","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",3,85,1117.3," correct"," T3S1D3-2-s1_85_t1lt2rt3l"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"19","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",4,102,839.800000002," correct"," T3S1D3-3-s1_102_t1rt2lt3l"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"20","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",5,111,1010.6," correct"," T3S1D3-4-s1_111_t1rt2lt3r"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"21","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",6,89,736.799999999," correct"," T3S1D3-5-s1_89_t1lt2rt3l"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"22","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",7,300,887.699999999," correct"," T3S1D3-attn-s1_300_t3l"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"23","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",8,94,795.899999997," correct"," T3S1D3-6-s1_94_t1rt2rt3r"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"24","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",9,98,716.3," correct"," T3S1D3-7-s1_98_t1lt2rt3r"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"25","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",10,115,913.9," correct"," T3S1D3-8-s1_115_t1lt2lt3r"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"26","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",11,117,1695.7," correct"," T3S1D3-9-s1_117_t1lt2lt3r"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"27","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",12,103,740.299999998," correct"," T3S1D3-10-s1_103_t1rt2lt3l"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"28","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",13,97,745.699999999," correct"," T3S1D3-11-s1_97_t1lt2rt3r"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"29","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",14,86,700.100000002," correct"," T3S1D3-12-s1_86_t1lt2rt3l"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"30","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",15,301,888.599999998," correct"," T3S1D3-attn-s1_301_t3r"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"31","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",16,91,1218," correct"," T3S1D3-13-s1_91_t1rt2rt3r"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"32","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",17,105,1017.2," correct"," T3S1D3-14-s1_105_t1lt2lt3l"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"33","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",18,83,946.199999999," correct"," T3S1D3-15-s1_83_t1rt2rt3l"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"34","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",19,109,960.399999996," correct"," T3S1D3-16-s1_109_t1lt2lt3l"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"35","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",20,99,820," correct"," T3S1D3-17-s1_99_t1lt2rt3r"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
"36","5f900c48e6dadf0401d0c6e2"," 03799c4472ef8421ffed531b96be112a",98," T3-S1-D3",1," t3"," s1",21,82,772.700000001," correct"," T3S1D3-18-s1_82_t1rt2rt3l"," 2021-03-24T10:52:12+0100"," trial_T3_S1_D3",1
