participant_id, system_generated_id, experiment_sequence, experiment_order, last_set_confidence_survey, timestamp, page_name
Pilot, f528764d624db129b32c21fbca0cb8d6, 2, T1-S2-D3, 3, 2021-02-01T12:51:02+0100, confidence_survey_3
