participant_id, system_generated_id, experiment_sequence, experiment_order, last_set_confidence_survey, timestamp, page_name
Pilot, f528764d624db129b32c21fbca0cb8d6, 5, T2-S2-D3, 5, 2021-02-01T19:43:40+0100, confidence_survey_3
