participant, timestamp, chart, elements, trial, sequence, file, time, feedback
1, 2021-01-04T23:39:25+0100, T2, t1, 23, 2, T2S2D3-attn-s2_2_t2l, 168.76000000047, error
1, 2021-01-04T23:39:25+0100, T2, t1, 24, 20, T2S2D3_20_s2_95_t1lt2rt3r, 184.62499999441, error
1, 2021-01-04T23:39:25+0100, T2, t1, 25, 21, T2S2D3_21_s2_106_t1lt2lt3l, 158.19500001089, error
1, 2021-01-04T23:39:25+0100, T2, t1, 26, 22, T2S2D3_22_s2_114_t1rt2lt3r, 177.61499999324, correct
1, 2021-01-04T23:39:25+0100, T2, t1, 27, 23, T2S2D3_23_s2_107_t1lt2lt3l, 169.5699999982, error
1, 2021-01-04T23:39:25+0100, T2, t1, 28, 24, T2S2D3_24_s2_87_t1lt2rt3l, 165.42000000481, error
1, 2021-01-04T23:39:25+0100, T2, t1, 29, 25, T2S2D3_25_s2_118_t1lt2lt3r, 153.99999999499, error
1, 2021-01-04T23:39:25+0100, T2, t1, 30, 26, T2S2D3_26_s2_83_t1rt2rt3l, 191.04000000516, correct
1, 2021-01-04T23:39:25+0100, T2, t1, 31, 3, T2S2D3-attn-s2_3_t2r, 167.70999999426, error
1, 2021-01-04T23:39:25+0100, T2, t1, 32, 27, T2S2D3_27_s2_97_t1lt2rt3r, 158.57500000857, error
1, 2021-01-04T23:39:25+0100, T2, t1, 33, 28, T2S2D3_28_s2_93_t1rt2rt3r, 161.54000000097, correct
1, 2021-01-04T23:39:25+0100, T2, t1, 34, 29, T2S2D3_29_s2_99_t1lt2rt3r, 167.52999999153, error
1, 2021-01-05T00:22:29+0100, P-, t1, 1, 20, P-T1S1D1-0-s1_20_t1rt2lt3l, 1306, error
1, 2021-01-05T00:22:29+0100, P-, t1, 2, 0, P-T1S1D1-1-s1_0_t1rt2rt3l, 967, error
1, 2021-01-05T00:22:29+0100, P-, t1, 3, 4, P-T1S1D1-2-s1_4_t1rt2rt3l, 632, error
1, 2021-01-05T00:22:29+0100, P-, t1, 4, 36, P-T1S1D1-3-s1_36_t1lt2lt3r, 666, correct
1, 2021-01-05T00:22:29+0100, P-, t1, 5, 12, P-T1S1D1-4-s1_12_t1rt2rt3r, 617, error
1, 2021-01-05T00:22:29+0100, P-, t1, 6, 24, P-T1S1D1-5-s1_24_t1rt2lt3l, 623, error
1, 2021-01-05T00:22:29+0100, P-, t1, 7, 16, P-T1S1D1-6-s1_16_t1lt2rt3r, 655, correct
1, 2021-01-05T00:22:29+0100, P-, t1, 8, 8, P-T1S1D1-7-s1_8_t1lt2rt3l, 664, correct
1, 2021-01-05T00:22:29+0100, P-, t1, 9, 32, P-T1S1D1-8-s1_32_t1rt2lt3r, 608, error
1, 2021-01-05T00:22:29+0100, P-, t1, 10, 28, P-T1S1D1-9-s1_28_t1lt2lt3l, 584, correct
1, 2021-01-05T00:22:29+0100, P-, t1, 11, 20, P-T1S1D1-10-s1_20_t1rt2lt3l, 583, error
1, 2021-01-05T00:22:29+0100, P-, t1, 12, 4, P-T1S1D1-11-s1_4_t1rt2rt3l, 728, error
1, 2021-01-05T00:22:29+0100, P-, t1, 13, 8, P-T1S1D1-12-s1_8_t1lt2rt3l, 664, correct
1, 2021-01-05T00:22:29+0100, P-, t1, 14, 36, P-T1S1D1-13-s1_36_t1lt2lt3r, 592, correct
1, 2021-01-05T00:22:29+0100, P-, t1, 15, 16, P-T1S1D1-14-s1_16_t1lt2rt3r, 592, correct
1, 2021-01-05T01:25:56+0100, P-, t1, 1, 0, P-T1S2D1-0-s2_0_t1rt2rt3l, 2250332, error
1, 2021-01-05T01:25:56+0100, P-, t1, 2, 24, P-T1S2D1-1-s2_24_t1rt2lt3l, 36184, error
1, 2021-01-05T01:25:56+0100, P-, t1, 3, 36, P-T1S2D1-2-s2_36_t1lt2lt3r, 1505, error
1, 2021-01-05T01:25:56+0100, P-, t1, 4, 16, P-T1S2D1-3-s2_16_t1lt2rt3r, 1223, correct
1, 2021-01-05T01:25:56+0100, P-, t1, 5, 20, P-T1S2D1-4-s2_20_t1rt2lt3l, 44432, error
1, 2021-01-05T01:25:56+0100, P-, t1, 6, 8, P-T1S2D1-5-s2_8_t1lt2rt3l, 1240, correct
1, 2021-01-05T01:25:56+0100, P-, t1, 7, 32, P-T1S2D1-6-s2_32_t1rt2lt3r, 616, error
1, 2021-01-05T01:25:56+0100, P-, t1, 8, 4, P-T1S2D1-7-s2_4_t1rt2rt3l, 600, error
1, 2021-01-05T01:25:56+0100, P-, t1, 9, 28, P-T1S2D1-8-s2_28_t1lt2lt3l, 681, correct
1, 2021-01-05T01:25:56+0100, P-, t1, 10, 12, P-T1S2D1-9-s2_12_t1rt2rt3r, 719, error
1, 2021-01-05T01:25:56+0100, P-, t1, 11, 0, P-T1S2D1-10-s2_0_t1rt2rt3l, 713, error
1, 2021-01-05T01:25:56+0100, P-, t1, 12, 36, P-T1S2D1-11-s2_36_t1lt2lt3r, 719, correct
1, 2021-01-05T01:25:56+0100, P-, t1, 13, 4, P-T1S2D1-12-s2_4_t1rt2rt3l, 672, error
1, 2021-01-05T01:25:56+0100, P-, t1, 14, 16, P-T1S2D1-13-s2_16_t1lt2rt3r, 696, correct
1, 2021-01-05T01:25:56+0100, P-, t1, 15, 32, P-T1S2D1-14-s2_32_t1rt2lt3r, 880, error
1, 2021-01-05T01:29:27+0100, T1, t1, 1, 0, T1S2D1_0_s2_29_t1lt2lt3l, 2570695, correct
1, 2021-01-05T01:29:27+0100, T1, t1, 2, 1, T1S2D1_1_s2_2_t1rt2rt3l, 176, error
1, 2021-01-05T01:29:27+0100, T1, t1, 3, 2, T1S2D1_2_s2_11_t1rt2rt3r, 159, error
1, 2021-01-05T01:29:27+0100, T1, t1, 4, 3, T1S2D1_3_s2_6_t1lt2rt3l, 153, correct
1, 2021-01-05T01:29:27+0100, T1, t1, 5, 4, T1S2D1_4_s2_34_t1rt2lt3r, 152, error
1, 2021-01-05T01:29:27+0100, T1, t1, 6, 5, T1S2D1_5_s2_14_t1rt2rt3r, 152, error
1, 2021-01-05T01:29:27+0100, T1, t1, 7, 0, T1S2D1-attn-s2_0_t1l, 152, correct
1, 2021-01-05T01:29:27+0100, T1, t1, 8, 6, T1S2D1_6_s2_1_t1rt2rt3l, 145, error
1, 2021-01-05T01:29:27+0100, T1, t1, 9, 7, T1S2D1_7_s2_33_t1rt2lt3r, 159, error
1, 2021-01-05T01:29:27+0100, T1, t1, 10, 8, T1S2D1_8_s2_18_t1lt2rt3r, 152, correct
1, 2021-01-05T01:29:27+0100, T1, t1, 11, 9, T1S2D1_9_s2_10_t1rt2rt3r, 144, error
1, 2021-01-05T01:29:27+0100, T1, t1, 12, 10, T1S2D1_10_s2_19_t1lt2rt3r, 151, correct
1, 2021-01-05T01:29:27+0100, T1, t1, 13, 11, T1S2D1_11_s2_30_t1rt2lt3r, 153, error
1, 2021-01-05T01:29:27+0100, T1, t1, 14, 12, T1S2D1_12_s2_13_t1rt2rt3r, 303, error
1, 2021-01-05T01:29:27+0100, T1, t1, 15, 1, T1S2D1-attn-s2_1_t1r, 145, error
1, 2021-01-05T01:29:27+0100, T1, t1, 16, 13, T1S2D1_13_s2_21_t1rt2lt3l, 153, error
1, 2021-01-05T01:29:27+0100, T1, t1, 17, 14, T1S2D1_14_s2_26_t1lt2lt3l, 166, correct
1, 2021-01-05T01:29:27+0100, T1, t1, 18, 15, T1S2D1_15_s2_15_t1lt2rt3r, 160, correct
1, 2021-01-05T01:29:27+0100, T1, t1, 19, 16, T1S2D1_16_s2_25_t1lt2lt3l, 177, correct
1, 2021-01-05T01:29:27+0100, T1, t1, 20, 17, T1S2D1_17_s2_39_t1lt2lt3r, 305, correct
1, 2021-01-05T01:29:27+0100, T1, t1, 21, 18, T1S2D1_18_s2_38_t1lt2lt3r, 167, correct
1, 2021-01-05T01:29:27+0100, T1, t1, 22, 19, T1S2D1_19_s2_3_t1rt2rt3l, 175, error
1, 2021-01-05T01:29:27+0100, T1, t1, 23, 2, T1S2D1-attn-s2_2_t1l, 177, correct
1, 2021-01-05T01:29:27+0100, T1, t1, 24, 20, T1S2D1_20_s2_5_t1lt2rt3l, 176, correct
1, 2021-01-05T01:29:27+0100, T1, t1, 25, 21, T1S2D1_21_s2_37_t1lt2lt3r, 176, correct
1, 2021-01-05T01:29:27+0100, T1, t1, 26, 22, T1S2D1_22_s2_23_t1rt2lt3l, 183, error
1, 2021-01-05T01:29:27+0100, T1, t1, 27, 23, T1S2D1_23_s2_9_t1lt2rt3l, 170, correct
1, 2021-01-05T01:29:27+0100, T1, t1, 28, 24, T1S2D1_24_s2_35_t1lt2lt3r, 206, correct
1, 2021-01-05T01:29:27+0100, T1, t1, 29, 25, T1S2D1_25_s2_7_t1lt2rt3l, 177, correct
1, 2021-01-05T01:29:27+0100, T1, t1, 30, 26, T1S2D1_26_s2_27_t1lt2lt3l, 177, correct
1, 2021-01-05T01:35:58+0100, P-, t1, 1, 56, P-T1S3D2-0-s3_56_t1lt2rt3r, 274327, correct
1, 2021-01-05T01:35:58+0100, P-, t1, 2, 48, P-T1S3D2-1-s3_48_t1lt2rt3l, 145304, correct
1, 2021-01-05T01:35:58+0100, P-, t1, 3, 52, P-T1S3D2-2-s3_52_t1rt2rt3r, 760, error
1, 2021-01-05T01:35:58+0100, P-, t1, 4, 44, P-T1S3D2-3-s3_44_t1rt2rt3l, 657, error
1, 2021-01-05T01:35:58+0100, P-, t1, 5, 68, P-T1S3D2-4-s3_68_t1lt2lt3l, 608, correct
1, 2021-01-05T01:35:58+0100, P-, t1, 6, 40, P-T1S3D2-5-s3_40_t1rt2rt3l, 647, error
1, 2021-01-05T01:35:58+0100, P-, t1, 7, 60, P-T1S3D2-6-s3_60_t1rt2lt3l, 672, error
1, 2021-01-05T01:35:58+0100, P-, t1, 8, 72, P-T1S3D2-7-s3_72_t1rt2lt3r, 655, error
1, 2021-01-05T01:35:58+0100, P-, t1, 9, 76, P-T1S3D2-8-s3_76_t1lt2lt3r, 1504, correct
1, 2021-01-05T01:35:58+0100, P-, t1, 10, 64, P-T1S3D2-9-s3_64_t1rt2lt3l, 801, error
1, 2021-01-05T01:35:58+0100, P-, t1, 11, 56, P-T1S3D2-10-s3_56_t1lt2rt3r, 776, correct
1, 2021-01-05T01:35:58+0100, P-, t1, 12, 52, P-T1S3D2-11-s3_52_t1rt2rt3r, 728, error
1, 2021-01-05T01:35:58+0100, P-, t1, 13, 72, P-T1S3D2-12-s3_72_t1rt2lt3r, 640, error
1, 2021-01-05T01:35:58+0100, P-, t1, 14, 44, P-T1S3D2-13-s3_44_t1rt2rt3l, 728, error
1, 2021-01-05T01:35:58+0100, P-, t1, 15, 60, P-T1S3D2-14-s3_60_t1rt2lt3l, 648, error
1, 2021-01-05T01:37:51+0100, T1, t1, 1, 0, T1S3D2_0_s3_43_t1rt2rt3l, 129864, error
1, 2021-01-05T01:37:51+0100, T1, t1, 2, 1, T1S3D2_1_s3_53_t1rt2rt3r, 176, error
1, 2021-01-05T01:37:51+0100, T1, t1, 3, 2, T1S3D2_2_s3_71_t1rt2lt3r, 152, error
1, 2021-01-05T01:37:51+0100, T1, t1, 4, 3, T1S3D2_3_s3_77_t1lt2lt3r, 151, correct
1, 2021-01-05T01:37:51+0100, T1, t1, 5, 4, T1S3D2_4_s3_70_t1rt2lt3r, 146, error
1, 2021-01-05T01:37:51+0100, T1, t1, 6, 5, T1S3D2_5_s3_67_t1lt2lt3l, 295, correct
1, 2021-01-05T01:37:51+0100, T1, t1, 7, 0, T1S3D2-attn-s3_0_t1l, 176, correct
1, 2021-01-05T01:37:51+0100, T1, t1, 8, 6, T1S3D2_6_s3_42_t1rt2rt3l, 159, error
1, 2021-01-05T01:37:51+0100, T1, t1, 9, 7, T1S3D2_7_s3_51_t1rt2rt3r, 162, error
1, 2021-01-05T01:37:51+0100, T1, t1, 10, 8, T1S3D2_8_s3_49_t1lt2rt3l, 151, correct
1, 2021-01-05T01:37:51+0100, T1, t1, 11, 9, T1S3D2_9_s3_58_t1lt2rt3r, 159, correct
1, 2021-01-05T01:37:51+0100, T1, t1, 12, 10, T1S3D2_10_s3_57_t1lt2rt3r, 152, correct
1, 2021-01-05T01:37:51+0100, T1, t1, 13, 11, T1S3D2_11_s3_66_t1lt2lt3l, 169, correct
1, 2021-01-05T01:37:51+0100, T1, t1, 14, 12, T1S3D2_12_s3_75_t1lt2lt3r, 161, correct
1, 2021-01-05T01:37:51+0100, T1, t1, 15, 1, T1S3D2-attn-s3_1_t1r, 191, error
1, 2021-01-05T01:37:51+0100, T1, t1, 16, 13, T1S3D2_13_s3_45_t1lt2rt3l, 168, correct
1, 2021-01-05T01:37:51+0100, T1, t1, 17, 14, T1S3D2_14_s3_61_t1rt2lt3l, 152, error
1, 2021-01-05T01:37:51+0100, T1, t1, 18, 15, T1S3D2_15_s3_59_t1lt2rt3r, 168, correct
1, 2021-01-05T01:37:51+0100, T1, t1, 19, 16, T1S3D2_16_s3_46_t1lt2rt3l, 168, correct
1, 2021-01-05T01:37:51+0100, T1, t1, 20, 17, T1S3D2_17_s3_55_t1lt2rt3r, 169, correct
1, 2021-01-05T01:37:51+0100, T1, t1, 21, 18, T1S3D2_18_s3_79_t1lt2lt3r, 167, correct
1, 2021-01-05T01:37:51+0100, T1, t1, 22, 19, T1S3D2_19_s3_78_t1lt2lt3r, 168, correct
1, 2021-01-05T01:37:51+0100, T1, t1, 23, 2, T1S3D2-attn-s3_2_t1l, 161, correct
1, 2021-01-05T01:37:51+0100, T1, t1, 24, 20, T1S3D2_20_s3_73_t1rt2lt3r, 167, error
1, 2021-01-05T01:37:51+0100, T1, t1, 25, 21, T1S3D2_21_s3_74_t1rt2lt3r, 159, error
1, 2021-01-05T01:37:51+0100, T1, t1, 26, 22, T1S3D2_22_s3_41_t1rt2rt3l, 178, error
1, 2021-01-05T01:37:51+0100, T1, t1, 27, 23, T1S3D2_23_s3_54_t1rt2rt3r, 175, error
1, 2021-01-05T01:37:51+0100, T1, t1, 28, 24, T1S3D2_24_s3_69_t1lt2lt3l, 169, correct
1, 2021-01-05T01:37:51+0100, T1, t1, 29, 25, T1S3D2_25_s3_50_t1rt2rt3r, 191, error
1, 2021-01-05T01:37:51+0100, T1, t1, 30, 26, T1S3D2_26_s3_62_t1rt2lt3l, 184, error
1, 2021-01-05T01:42:06+0100, P-, t1, 1, 100, P-T1S1D3-0-s1_100_t1rt2lt3l, 3361554, error
1, 2021-01-05T01:42:06+0100, P-, t1, 2, 88, P-T1S1D3-1-s1_88_t1lt2rt3l, 21255, correct
1, 2021-01-05T01:42:06+0100, P-, t1, 3, 92, P-T1S1D3-2-s1_92_t1rt2rt3r, 695, error
1, 2021-01-05T01:42:06+0100, P-, t1, 4, 96, P-T1S1D3-3-s1_96_t1lt2rt3r, 615, correct
1, 2021-01-05T01:42:06+0100, P-, t1, 5, 84, P-T1S1D3-4-s1_84_t1rt2rt3l, 1458, error
1, 2021-01-05T01:42:06+0100, P-, t1, 6, 80, P-T1S1D3-5-s1_80_t1rt2rt3l, 663, error
1, 2021-01-05T01:42:06+0100, P-, t1, 7, 112, P-T1S1D3-6-s1_112_t1rt2lt3r, 1880, error
1, 2021-01-05T01:42:06+0100, P-, t1, 8, 104, P-T1S1D3-7-s1_104_t1rt2lt3l, 736, error
1, 2021-01-05T01:42:06+0100, P-, t1, 9, 116, P-T1S1D3-8-s1_116_t1lt2lt3r, 1008, correct
1, 2021-01-05T01:42:06+0100, P-, t1, 10, 108, P-T1S1D3-9-s1_108_t1lt2lt3l, 673, correct
1, 2021-01-05T01:42:06+0100, P-, t1, 11, 100, P-T1S1D3-10-s1_100_t1rt2lt3l, 639, error
1, 2021-01-05T01:42:06+0100, P-, t1, 12, 92, P-T1S1D3-11-s1_92_t1rt2rt3r, 1512, error
1, 2021-01-05T01:42:06+0100, P-, t1, 13, 104, P-T1S1D3-12-s1_104_t1rt2lt3l, 688, error
1, 2021-01-05T01:42:06+0100, P-, t1, 14, 96, P-T1S1D3-13-s1_96_t1lt2rt3r, 633, correct
1, 2021-01-05T01:42:06+0100, P-, t1, 15, 112, P-T1S1D3-14-s1_112_t1rt2lt3r, 647, error
1, 2021-01-05T01:43:35+0100, T1, t1, 1, 0, T1S1D3_0_s1_82_t1rt2rt3l, 340752, error
1, 2021-01-05T01:43:35+0100, T1, t1, 2, 1, T1S1D3_1_s1_103_t1rt2lt3l, 151, error
1, 2021-01-05T01:43:35+0100, T1, t1, 3, 2, T1S1D3_2_s1_94_t1rt2rt3r, 154, error
1, 2021-01-05T01:43:35+0100, T1, t1, 4, 3, T1S1D3_3_s1_81_t1rt2rt3l, 151, error
1, 2021-01-05T01:43:35+0100, T1, t1, 5, 4, T1S1D3_4_s1_118_t1lt2lt3r, 153, correct
1, 2021-01-05T01:43:35+0100, T1, t1, 6, 5, T1S1D3_5_s1_106_t1lt2lt3l, 143, correct
1, 2021-01-05T01:43:35+0100, T1, t1, 7, 0, T1S1D3-attn-s1_0_t1l, 144, correct
1, 2021-01-05T01:43:35+0100, T1, t1, 8, 6, T1S1D3_6_s1_109_t1lt2lt3l, 169, correct
1, 2021-01-05T01:43:35+0100, T1, t1, 9, 7, T1S1D3_7_s1_98_t1lt2rt3r, 167, correct
1, 2021-01-05T01:43:35+0100, T1, t1, 10, 8, T1S1D3_8_s1_83_t1rt2rt3l, 160, error
1, 2021-01-05T01:43:35+0100, T1, t1, 11, 9, T1S1D3_9_s1_99_t1lt2rt3r, 152, correct
1, 2021-01-05T01:43:35+0100, T1, t1, 12, 10, T1S1D3_10_s1_117_t1lt2lt3r, 168, correct
1, 2021-01-05T01:43:35+0100, T1, t1, 13, 11, T1S1D3_11_s1_115_t1lt2lt3r, 175, correct
1, 2021-01-05T01:43:35+0100, T1, t1, 14, 12, T1S1D3_12_s1_113_t1rt2lt3r, 169, error
1, 2021-01-05T01:43:35+0100, T1, t1, 15, 1, T1S1D3-attn-s1_1_t1r, 183, error
1, 2021-01-05T01:43:35+0100, T1, t1, 16, 13, T1S1D3_13_s1_91_t1rt2rt3r, 168, error
1, 2021-01-05T01:43:35+0100, T1, t1, 17, 14, T1S1D3_14_s1_97_t1lt2rt3r, 201, correct
1, 2021-01-05T01:43:35+0100, T1, t1, 18, 15, T1S1D3_15_s1_93_t1rt2rt3r, 136, error
1, 2021-01-05T01:43:35+0100, T1, t1, 19, 16, T1S1D3_16_s1_101_t1rt2lt3l, 152, error
1, 2021-01-05T01:43:35+0100, T1, t1, 20, 17, T1S1D3_17_s1_102_t1rt2lt3l, 153, error
1, 2021-01-05T01:43:35+0100, T1, t1, 21, 18, T1S1D3_18_s1_87_t1lt2rt3l, 175, correct
1, 2021-01-05T01:43:35+0100, T1, t1, 22, 19, T1S1D3_19_s1_110_t1rt2lt3r, 168, error
1, 2021-01-05T01:43:35+0100, T1, t1, 23, 2, T1S1D3-attn-s1_2_t1l, 167, correct
1, 2021-01-05T01:43:35+0100, T1, t1, 24, 20, T1S1D3_20_s1_89_t1lt2rt3l, 169, correct
1, 2021-01-05T01:43:35+0100, T1, t1, 25, 21, T1S1D3_21_s1_107_t1lt2lt3l, 177, correct
1, 2021-01-05T01:43:35+0100, T1, t1, 26, 22, T1S1D3_22_s1_90_t1rt2rt3r, 151, error
1, 2021-01-05T01:43:35+0100, T1, t1, 27, 23, T1S1D3_23_s1_85_t1lt2rt3l, 176, correct
1, 2021-01-05T01:43:35+0100, T1, t1, 28, 24, T1S1D3_24_s1_105_t1lt2lt3l, 360, correct
1, 2021-01-05T01:43:35+0100, T1, t1, 29, 25, T1S1D3_25_s1_114_t1rt2lt3r, 184, error
1, 2021-01-05T01:43:35+0100, T1, t1, 30, 26, T1S1D3_26_s1_95_t1lt2rt3r, 383, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 1, 0, T1S1D1_0_s1_19_t1lt2rt3r, 2092, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 2, 1, T1S1D1_1_s1_14_t1rt2rt3r, 696, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 3, 2, T1S1D1_2_s1_31_t1rt2lt3r, 423, error
1, 2021-01-06T18:57:38+0100, T1, t1, 4, 3, T1S1D1_3_s1_25_t1lt2lt3l, 450, error
1, 2021-01-06T18:57:38+0100, T1, t1, 5, 4, T1S1D1_4_s1_17_t1lt2rt3r, 392, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 6, 5, T1S1D1_5_s1_5_t1lt2rt3l, 398, error
1, 2021-01-06T18:57:38+0100, T1, t1, 7, 0, T1S1D1-attn-s1_0_t1l, 433, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 8, 6, T1S1D1_6_s1_9_t1lt2rt3l, 440, error
1, 2021-01-06T18:57:38+0100, T1, t1, 9, 7, T1S1D1_7_s1_34_t1rt2lt3r, 391, error
1, 2021-01-06T18:57:38+0100, T1, t1, 10, 8, T1S1D1_8_s1_22_t1rt2lt3l, 480, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 11, 9, T1S1D1_9_s1_3_t1rt2rt3l, 474, error
1, 2021-01-06T18:57:38+0100, T1, t1, 12, 10, T1S1D1_10_s1_37_t1lt2lt3r, 463, error
1, 2021-01-06T18:57:38+0100, T1, t1, 13, 11, T1S1D1_11_s1_21_t1rt2lt3l, 423, error
1, 2021-01-06T18:57:38+0100, T1, t1, 14, 12, T1S1D1_12_s1_27_t1lt2lt3l, 483, error
1, 2021-01-06T18:57:38+0100, T1, t1, 15, 1, T1S1D1-attn-s1_1_t1r, 519, error
1, 2021-01-06T18:57:38+0100, T1, t1, 16, 13, T1S1D1_13_s1_15_t1lt2rt3r, 487, error
1, 2021-01-06T18:57:38+0100, T1, t1, 17, 14, T1S1D1_14_s1_26_t1lt2lt3l, 407, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 18, 15, T1S1D1_15_s1_33_t1rt2lt3r, 434, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 19, 16, T1S1D1_16_s1_6_t1lt2rt3l, 359, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 20, 17, T1S1D1_17_s1_38_t1lt2lt3r, 393, error
1, 2021-01-06T18:57:38+0100, T1, t1, 21, 18, T1S1D1_18_s1_10_t1rt2rt3r, 343, error
1, 2021-01-06T18:57:38+0100, T1, t1, 22, 19, T1S1D1_19_s1_23_t1rt2lt3l, 392, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 23, 2, T1S1D1-attn-s1_2_t1l, 337, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 24, 20, T1S1D1_20_s1_2_t1rt2rt3l, 368, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 25, 21, T1S1D1_21_s1_29_t1lt2lt3l, 279, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 26, 22, T1S1D1_22_s1_30_t1rt2lt3r, 327, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 27, 23, T1S1D1_23_s1_13_t1rt2rt3r, 289, error
1, 2021-01-06T18:57:38+0100, T1, t1, 28, 24, T1S1D1_24_s1_1_t1rt2rt3l, 321, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 29, 25, T1S1D1_25_s1_39_t1lt2lt3r, 351, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 30, 26, T1S1D1_26_s1_35_t1lt2lt3r, 336, error
1, 2021-01-06T18:57:38+0100, T1, t1, 31, 3, T1S1D1-attn-s1_3_t1r, 335, error
1, 2021-01-06T18:57:38+0100, T1, t1, 32, 27, T1S1D1_27_s1_11_t1rt2rt3r, 339, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 33, 28, T1S1D1_28_s1_7_t1lt2rt3l, 302, correct
1, 2021-01-06T18:57:38+0100, T1, t1, 34, 29, T1S1D1_29_s1_18_t1lt2rt3r, 384, error
1, 2021-01-06T18:59:00+0100, T1, t1, 1, 0, T1S1D1_0_s1_38_t1lt2lt3r, 1422, correct
1, 2021-01-06T18:59:00+0100, T1, t1, 2, 1, T1S1D1_1_s1_23_t1rt2lt3l, 391, error
1, 2021-01-06T18:59:00+0100, T1, t1, 3, 2, T1S1D1_2_s1_11_t1rt2rt3r, 336, error
1, 2021-01-06T18:59:00+0100, T1, t1, 4, 3, T1S1D1_3_s1_21_t1rt2lt3l, 311, error
1, 2021-01-06T18:59:00+0100, T1, t1, 5, 4, T1S1D1_4_s1_14_t1rt2rt3r, 313, error
1, 2021-01-06T18:59:00+0100, T1, t1, 6, 5, T1S1D1_5_s1_31_t1rt2lt3r, 312, error
1, 2021-01-06T18:59:00+0100, T1, t1, 7, 0, T1S1D1-attn-s1_0_t1l, 296, correct
1, 2021-01-06T18:59:00+0100, T1, t1, 8, 6, T1S1D1_6_s1_33_t1rt2lt3r, 351, error
1, 2021-01-06T18:59:00+0100, T1, t1, 9, 7, T1S1D1_7_s1_35_t1lt2lt3r, 313, correct
1, 2021-01-06T18:59:00+0100, T1, t1, 10, 8, T1S1D1_8_s1_15_t1lt2rt3r, 248, correct
1, 2021-01-06T18:59:00+0100, T1, t1, 11, 9, T1S1D1_9_s1_27_t1lt2lt3l, 201, correct
1, 2021-01-06T18:59:00+0100, T1, t1, 12, 10, T1S1D1_10_s1_30_t1rt2lt3r, 184, error
1, 2021-01-06T18:59:00+0100, T1, t1, 13, 11, T1S1D1_11_s1_25_t1lt2lt3l, 167, correct
1, 2021-01-06T18:59:00+0100, T1, t1, 14, 12, T1S1D1_12_s1_19_t1lt2rt3r, 168, correct
1, 2021-01-06T18:59:00+0100, T1, t1, 15, 1, T1S1D1-attn-s1_1_t1r, 192, error
1, 2021-01-06T18:59:00+0100, T1, t1, 16, 13, T1S1D1_13_s1_1_t1rt2rt3l, 208, error
1, 2021-01-06T18:59:00+0100, T1, t1, 17, 14, T1S1D1_14_s1_22_t1rt2lt3l, 209, error
1, 2021-01-06T18:59:00+0100, T1, t1, 18, 15, T1S1D1_15_s1_29_t1lt2lt3l, 191, correct
1, 2021-01-06T18:59:00+0100, T1, t1, 19, 16, T1S1D1_16_s1_10_t1rt2rt3r, 265, error
1, 2021-01-06T18:59:00+0100, T1, t1, 20, 17, T1S1D1_17_s1_5_t1lt2rt3l, 263, correct
1, 2021-01-06T18:59:00+0100, T1, t1, 21, 18, T1S1D1_18_s1_34_t1rt2lt3r, 256, error
1, 2021-01-06T18:59:00+0100, T1, t1, 22, 19, T1S1D1_19_s1_6_t1lt2rt3l, 242, correct
1, 2021-01-06T18:59:00+0100, T1, t1, 23, 2, T1S1D1-attn-s1_2_t1l, 270, correct
1, 2021-01-06T18:59:00+0100, T1, t1, 24, 20, T1S1D1_20_s1_3_t1rt2rt3l, 288, error
1, 2021-01-06T18:59:00+0100, T1, t1, 25, 21, T1S1D1_21_s1_37_t1lt2lt3r, 327, correct
1, 2021-01-06T18:59:00+0100, T1, t1, 26, 22, T1S1D1_22_s1_2_t1rt2rt3l, 370, error
1, 2021-01-06T18:59:00+0100, T1, t1, 27, 23, T1S1D1_23_s1_7_t1lt2rt3l, 361, correct
1, 2021-01-06T18:59:00+0100, T1, t1, 28, 24, T1S1D1_24_s1_26_t1lt2lt3l, 350, correct
1, 2021-01-06T18:59:00+0100, T1, t1, 29, 25, T1S1D1_25_s1_13_t1rt2rt3r, 376, error
1, 2021-01-06T18:59:00+0100, T1, t1, 30, 26, T1S1D1_26_s1_17_t1lt2rt3r, 360, correct
1, 2021-01-06T18:59:00+0100, T1, t1, 31, 3, T1S1D1-attn-s1_3_t1r, 368, error
1, 2021-01-06T18:59:00+0100, T1, t1, 32, 27, T1S1D1_27_s1_9_t1lt2rt3l, 384, correct
1, 2021-01-06T18:59:00+0100, T1, t1, 33, 28, T1S1D1_28_s1_18_t1lt2rt3r, 320, correct
