timestamp,participant_id,condition,study_id,session_id
2020-11-22T15:21:30+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-22T15:26:07+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-22T15:26:17+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-22T15:26:53+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-22T15:27:12+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-22T15:27:20+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-22T15:27:28+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-22T15:28:24+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-22T15:28:32+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-22T15:28:41+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-22T15:29:22+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-22T15:30:22+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-22T15:31:09+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-22T15:31:20+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-22T15:31:30+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-22T15:35:08+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-22T15:35:14+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-22T15:35:25+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-22T21:52:58+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-22T21:54:43+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-22T21:56:03+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-22T21:56:09+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-22T22:05:04+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-22T22:06:46+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-22T22:09:52+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-22T22:15:33+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-22T22:15:41+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-22T22:15:45+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-22T22:15:49+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-22T22:17:45+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-22T22:24:52+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-22T22:36:43+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-22T22:37:38+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-22T22:39:12+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-22T22:39:40+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-22T22:41:26+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-22T22:42:31+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-22T22:43:02+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-22T22:43:27+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-22T22:48:44+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-22T22:49:18+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-22T22:50:00+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-22T22:51:25+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-22T22:53:17+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-22T22:53:49+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-22T22:54:55+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-22T22:55:55+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-22T22:56:23+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-22T22:56:31+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-23T12:38:04+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-23T12:46:46+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-23T12:51:15+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-23T13:00:55+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-23T13:08:25+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-23T13:10:29+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-23T13:17:57+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-23T13:19:05+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-23T13:19:53+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-23T13:20:51+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-23T13:48:38+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-23T13:49:07+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-23T13:49:34+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-23T13:52:01+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-23T13:54:43+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-23T14:00:57+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-23T14:13:44+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-23T14:24:59+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-23T14:28:07+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-23T14:43:04+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-23T15:13:45+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-23T15:14:24+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-23T15:29:19+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-23T15:30:02+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-23T15:31:26+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-23T15:34:03+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-23T15:34:15+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-23T15:40:42+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-23T15:40:48+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-23T15:40:55+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-23T15:40:59+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-23T16:03:35+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-23T16:09:09+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-23T16:09:52+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-23T16:10:54+0100,DEBUG,f1_level2_f2_level1,1,1
2020-11-23T16:11:37+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-23T16:18:01+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-23T16:18:40+0100,DEBUG,f1_level1_f2_level2,1,1
2020-11-23T16:29:07+0100,DEBUG,f1_level2_f2_level2,1,1
2020-11-23T16:30:22+0100,DEBUG,f1_level1_f2_level1,1,1
2020-11-23T16:38:14+0100,DEBUG,f1_level2_f2_level2,1,1
