participant_id,study_id,session_id,condition,factor1,factor2,is_debug,exclude_reloaders,timestamp_0,browser_name,browser_version,os,timestamp_1
1,1,1,f1_level1_f2_level2,f1_level1,f2_level2,0,1,1609775596669,Firefox,84.0,macOS,1609775805783
1,1,1,f1_level1_f2_level2,f1_level1,f2_level2,0,1,1609775894570,Firefox,84.0,macOS,1609775899829
1,1,1,f1_level2_f2_level1,f1_level2,f2_level1,0,1,1609775920623,Firefox,84.0,macOS,1609775932893
1,1,1,f1_level2_f2_level1,f1_level2,f2_level1,0,1,1609777455754,Firefox,84.0,macOS,1609777456699,1609777458113,1609777461170,1609777462106,1609777467282,1609777472497,1609777473194,1609777476018,1609777496220,1609777496953,1609777504146,1609777505449,1609777511521,1609777524679,1609777525889,1609777534595,1609777536226,1609777539808,1609777552650,1609777553426,1609777560579,1609777561704,1609777568049,,1609777570977
1,1,1,f1_level1_f2_level1,f1_level1,f2_level1,0,1,1609799750783,Chrome,87.0.4280.88,Android,1609799841843,1609799843940,1609799857951,1609799859220,1609799864853,1609799874862,1609799875783,1609799878518,1609799891697,1609799892869,1609799900560,1609799902933,1609799906461,1609799922663,1609799923684,1609799931120,1609799932107,1609799943941,1609799956831,1609799957971,1609799965826,1609799966549,1609799968765,,1609799973453
1,1,1,f1_level2_f2_level2,f1_level2,f2_level2,0,1,1609803910354,Firefox,84.0,macOS,1609803911453,1609803912891,1609803916012,1609804270736,1609804885624,1609805901630,1609805924471,1609806119013,1609806356419,1609806398665,1609806567162,1609806589288,1609806739903,1609806958247,1609806992310,1609807071125,1609807154903,1609807229851,1609807326973,1609807362795,1609807414998,1609807598960,1609807617599,,1609807638559
