participant_id, system_generated_id, experiment_sequence, has_smartwatch, has_fitness_band, is_used_bar_chart_likert, timestamp,  page_name
Pilot, f528764d624db129b32c21fbca0cb8d6, 1, 1, 1, 4, 2021-01-27T23:15:56+0100, pre_questionnaire
