participant_id, system_generated_id, experiment_sequence, experiment_order, last_set_confidence_survey, timestamp, page_name
Pilot, f528764d624db129b32c21fbca0cb8d6, 1, T1-S3-D3, 2, 2021-01-27T23:21:52+0100, confidence_survey_3
