participant_id, system_generated_id, experiment_sequence, experiment_order, first_set_confidence_survey_likert, timestamp, page_name
Pilot, f528764d624db129b32c21fbca0cb8d6, 7, T3-S1-D1, 5, 2021-02-01T22:03:05+0100, confidence_survey_1
