participant_id, system_generated_id, experiment_sequence, experiment_order, last_set_confidence_survey_likert, timestamp, page_name
Pilot, f528764d624db129b32c21fbca0cb8d6, 8, T3-S2-D3, 5, 2021-02-05T03:33:43+0100, confidence_survey_3
Pilot, f528764d624db129b32c21fbca0cb8d6, 8, T3-S2-D3, 5, 2021-02-05T04:10:04+0100, confidence_survey_3
