participant_id, system_generated_id, experiment_sequence, viz_preference_for_weekly_sleep_data, orientation_preference_for_wristband_display, is_checked_sleep_duration, is_checked_sleep_phase, is_checked_sleep_quality, is_checked_sleep_schedule, attention_check_question_one, attention_check_question_two, timestamp, page_name
Pilot, f528764d624db129b32c21fbca0cb8d6, 8, square, wide, 1, 0, 0, 0, T1, sleep, 2021-02-05T03:33:53+0100, post_questionnaire
Pilot, f528764d624db129b32c21fbca0cb8d6, 8, square, wide, 1, 0, 0, 0, T1, sleep, 2021-02-05T04:10:11+0100, post_questionnaire
